Date,Open,High,Low,Close,Volume
2020-08-14 00:00:00+05:30,962.4304992398274,978.0512181796919,947.331262509623,958.4630126953125,33224635
2020-08-17 00:00:00+05:30,954.4728728160779,954.4728728160779,938.6481413156387,948.2835693359375,30979066
2020-08-18 00:00:00+05:30,945.4042450993711,967.7584184957974,944.2026651023108,960.6168823242188,30547672
2020-08-19 00:00:00+05:30,970.7963098232202,976.690929595431,961.8863763924035,966.5113525390625,34087543
2020-08-20 00:00:00+05:30,961.2742991196269,963.0426971858464,946.7644877423543,950.8680419921875,22537845
2020-08-21 00:00:00+05:30,960.3674398053548,962.1811736813316,941.7767425366628,943.9758911132812,25280895
2020-08-24 00:00:00+05:30,948.3062160685006,954.2461122540436,938.8294637469554,950.2786254882812,32717218
2020-08-25 00:00:00+05:30,954.9262408658594,957.3294607463159,942.2301636663344,944.0892333984375,19388008
2020-08-26 00:00:00+05:30,945.404223995661,973.9477001185352,928.1738418761494,969.11865234375,59870421
2020-08-27 00:00:00+05:30,973.9703924276448,974.8772893855145,953.6793600760861,957.0120849609375,28085062
2020-08-28 00:00:00+05:30,961.2742345079785,967.1235185049004,955.0395957954092,959.528564453125,27166900
2020-08-31 00:00:00+05:30,985.7595929976718,985.7595929976718,934.2271229260566,943.4544677734375,62076132
2020-09-01 00:00:00+05:30,952.2056589351107,962.3625085827924,935.1566206196067,946.4244384765625,38616258
2020-09-02 00:00:00+05:30,948.5781547637196,969.4360033995823,945.4041656068121,964.9923706054688,26949439
2020-09-03 00:00:00+05:30,964.9017393534515,969.7761228830589,953.5659776492615,957.6921997070312,18586429
2020-09-04 00:00:00+05:30,944.746652794342,950.8226158672919,939.6001945341707,941.8900146484375,28475945
2020-09-07 00:00:00+05:30,944.9508380351355,954.8129452561101,926.9268979889899,944.3386840820312,21926473
2020-09-08 00:00:00+05:30,948.578195976428,961.7276915670202,943.3637335909106,955.425048828125,27397082
2020-09-09 00:00:00+05:30,945.4042412879571,982.9483238635318,943.7945186882138,980.023681640625,55310877
2020-09-10 00:00:00+05:30,989.8858259136236,1063.2737150092375,986.3716977544623,1049.239990234375,140304404
2020-09-11 00:00:00+05:30,1048.3331597240744,1060.0542764084548,1037.042733630043,1051.84716796875,59470807
2020-09-14 00:00:00+05:30,1054.2276724587873,1070.097737564955,1034.7300199764575,1044.048095703125,44063445
2020-09-15 00:00:00+05:30,1048.3105552889465,1054.5678626798037,1037.5188229090886,1051.439208984375,27178393
2020-09-16 00:00:00+05:30,1051.9605405191994,1074.3373820752818,1047.675702726847,1054.023681640625,33952295
2020-09-17 00:00:00+05:30,1051.9605029718427,1058.17259404091,1039.1964218842008,1042.3251953125,25828669
2020-09-18 00:00:00+05:30,1049.3531326004477,1051.7109562350613,1032.258761329384,1045.476318359375,33074915
2020-09-21 00:00:00+05:30,1042.8918201365796,1059.2153640933784,1019.0186580885799,1022.8729248046875,33627381
2020-09-22 00:00:00+05:30,1032.462885418295,1032.462885418295,998.2515311852266,1002.6044921875,34792254
2020-09-23 00:00:00+05:30,1024.7545693680095,1032.3495230627832,999.9519032941756,1011.5143432617188,42988708
2020-09-24 00:00:00+05:30,1001.1309446575593,1009.3379933129081,986.689136840463,989.0243530273438,29826318
2020-09-25 00:00:00+05:30,992.5610883137335,1003.3527603033637,982.7216491326262,998.3196411132812,28374935
2020-09-28 00:00:00+05:30,1009.7913754651387,1014.7791583315967,1000.7454344947183,1004.9169921875,19666849
2020-09-29 00:00:00+05:30,1008.8845531281477,1026.5682927534233,1004.9170066954657,1017.975830078125,25842539
2020-09-30 00:00:00+05:30,1024.7546512095244,1027.928640481229,1008.8845849148897,1013.1242065429688,24465159
2020-10-01 00:00:00+05:30,1026.4776536649397,1026.4776536649397,1003.8968020817645,1008.9979248046875,20783227
2020-10-05 00:00:00+05:30,1017.4997065200467,1019.8348626021702,1000.2693849664739,1003.0806274414062,18922799
2020-10-06 00:00:00+05:30,1008.9978810960307,1012.9200316663944,998.2968817912705,1002.2417602539062,18412175
2020-10-07 00:00:00+05:30,1013.4188487180892,1046.9727737786616,1006.6173920088511,1023.62109375,53170865
2020-10-08 00:00:00+05:30,1024.301155767066,1028.3821018510423,1007.5695886566497,1015.3458862304688,21077808
2020-10-09 00:00:00+05:30,1013.4188289931045,1021.5806008725526,1005.3023929613358,1012.7160034179688,18545499
2020-10-12 00:00:00+05:30,1013.4188228288398,1022.8274503983472,1009.4513365004996,1014.3483276367188,14226473
2020-10-13 00:00:00+05:30,1011.4238870505349,1036.4306896985922,1009.2700740618499,1034.140869140625,23112012
2020-10-14 00:00:00+05:30,1033.3245163972065,1044.7056133384592,1028.608748631058,1037.2239990234375,26742011
2020-10-15 00:00:00+05:30,1038.3575230267356,1038.3575230267356,995.2815705789496,1000.4960327148438,20036197
2020-10-16 00:00:00+05:30,1004.3502763795697,1012.285249528179,985.1474254749343,986.5757446289062,21583600
2020-10-19 00:00:00+05:30,993.0371147391401,1010.5622392043457,977.2123844835455,986.757080078125,31200385
2020-10-20 00:00:00+05:30,988.0267509433463,994.3747895538761,975.8974318290545,977.552490234375,18482288
2020-10-21 00:00:00+05:30,983.0390454596967,993.9213889927784,951.1854522370077,963.360107421875,34082321
