Date,Open,High,Low,Close,Volume
2020-08-14 00:00:00+05:30,359.6003092782959,359.6003092782959,342.5778324848922,349.54156494140625,28893259
2020-08-17 00:00:00+05:30,353.99065765632804,354.32917921580133,342.72292814510206,348.3809814453125,24232497
2020-08-18 00:00:00+05:30,350.0251846220773,357.8594100424678,349.7350401501537,357.4241638183594,26517363
2020-08-19 00:00:00+05:30,361.72811442693705,363.51741715288097,358.246233625466,362.1633605957031,35790233
2020-08-20 00:00:00+05:30,354.9578673196114,357.5209086872029,350.7022475656185,355.6832580566406,68444775
2020-08-21 00:00:00+05:30,357.85938940339884,360.76095202018314,355.0061743570724,358.9716491699219,34109928
2020-08-24 00:00:00+05:30,362.55022002374733,368.6918662088776,361.58303257778095,367.8697509765625,32907235
2020-08-25 00:00:00+05:30,369.94926487274756,377.0097226965092,368.88535258686227,373.6729431152344,53072303
2020-08-26 00:00:00+05:30,375.46223358490164,378.7990130548061,371.59348323169803,376.5744934082031,37163882
2020-08-27 00:00:00+05:30,377.15482152293737,384.4087286209586,374.88192472897936,379.33099365234375,36910405
2020-08-28 00:00:00+05:30,380.97516364174817,398.3845392492878,380.00797610799594,396.2567443847656,83472297
2020-08-31 00:00:00+05:30,401.23777000577206,408.15315523988585,374.78518401766775,381.6522216796875,72744175
2020-09-01 00:00:00+05:30,381.74896282771005,386.5365238044594,372.6573756484797,378.12200927734375,34872793
2020-09-02 00:00:00+05:30,374.543403750598,381.0719201490913,368.5952058241043,379.5244140625,31295799
2020-09-03 00:00:00+05:30,379.5244254133476,379.6694976566305,368.5468397561697,370.1910705566406,26135555
2020-09-04 00:00:00+05:30,362.69530472443745,367.4828945532878,356.26351389056794,360.32568359375,33118984
2020-09-07 00:00:00+05:30,361.82487024345374,364.4846360198119,356.8922078095089,361.1478271484375,22323904
2020-09-08 00:00:00+05:30,360.18066910299757,368.7886331448536,357.03730929158434,363.3724060058594,32052920
2020-09-09 00:00:00+05:30,358.63309861957384,360.18060445993115,350.0251361226236,355.5381164550781,25285238
2020-09-10 00:00:00+05:30,359.5035949421469,362.69530179142373,353.4586732456232,358.5364074707031,24852274
2020-09-11 00:00:00+05:30,360.7609866575995,361.3896527150181,353.12021026970484,358.343017578125,22678353
2020-09-14 00:00:00+05:30,361.2445705227895,361.583092087836,347.5588718131895,351.7661437988281,27140598
2020-09-15 00:00:00+05:30,352.10461392092714,360.0355635957437,351.76612189318297,359.3585205078125,24967618
2020-09-16 00:00:00+05:30,359.16512797762556,364.33958763904434,353.0234806978564,362.40521240234375,22068622
2020-09-17 00:00:00+05:30,357.85939948022525,359.55197772101013,355.34470590495766,356.8922119140625,24084936
2020-09-18 00:00:00+05:30,357.8594100424678,362.3568264546218,352.58822584481254,357.4241638183594,78166508
2020-09-21 00:00:00+05:30,354.6193118100554,355.34470247768115,337.064863556757,339.19268798828125,28932482
