date,price,atr14,sma50,final_score,return_score,volume_score,sma_score,description
2023-01-29,1077.22,21.77,1167.68,3.00,0.00,3.00,0.00,"Return(0.0/4), Volume(3.0/3), SMA(0.0/3)"
2023-01-30,1074.52,21.34,1165.88,3.00,0.00,3.00,0.00,"Return(0.0/4), Volume(3.0/3), SMA(0.0/3)"
2023-01-31,1068.16,22.56,1163.83,3.00,0.00,3.00,0.00,"Return(0.0/4), Volume(3.0/3), SMA(0.0/3)"
2023-02-01,1062.24,21.57,1161.72,2.88,0.00,2.88,0.00,"Return(0.0/4), Volume(2.9/3), SMA(0.0/3)"
2023-02-02,1063.18,22.15,1159.44,0.91,0.00,0.91,0.00,"Return(0.0/4), Volume(0.9/3), SMA(0.0/3)"
2023-02-05,1055.17,21.19,1156.65,3.00,0.00,3.00,0.00,"Return(0.0/4), Volume(3.0/3), SMA(0.0/3)"
2023-02-06,1052.64,21.04,1152.98,1.15,0.00,1.15,0.00,"Return(0.0/4), Volume(1.1/3), SMA(0.0/3)"
2023-02-07,1073.66,21.80,1149.69,1.18,0.00,1.18,0.00,"Return(0.0/4), Volume(1.2/3), SMA(0.0/3)"
2023-02-08,1075.53,22.20,1146.26,2.65,0.00,2.65,0.00,"Return(0.0/4), Volume(2.7/3), SMA(0.0/3)"
2023-02-09,1066.67,22.10,1142.73,0.37,0.00,0.37,0.00,"Return(0.0/4), Volume(0.4/3), SMA(0.0/3)"
2023-02-12,1060.60,21.95,1139.09,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-02-13,1085.59,22.02,1136.31,0.31,0.31,0.00,0.00,"Return(0.3/4), Volume(0.0/3), SMA(0.0/3)"
2023-02-14,1110.18,22.94,1133.96,1.99,1.33,0.66,0.00,"Return(1.3/4), Volume(0.7/3), SMA(0.0/3)"
2023-02-15,1109.31,21.74,1131.94,4.54,1.54,3.00,0.00,"Return(1.5/4), Volume(3.0/3), SMA(0.0/3)"
2023-02-16,1113.94,20.63,1130.03,3.00,1.95,1.05,0.00,"Return(1.9/4), Volume(1.1/3), SMA(0.0/3)"
2023-02-19,1102.17,20.40,1128.26,1.47,1.47,0.00,0.00,"Return(1.5/4), Volume(0.0/3), SMA(0.0/3)"
2023-02-20,1111.16,19.08,1126.62,2.12,2.12,0.00,0.00,"Return(2.1/4), Volume(0.0/3), SMA(0.0/3)"
2023-02-21,1085.96,19.80,1124.38,1.28,1.27,0.02,0.00,"Return(1.3/4), Volume(0.0/3), SMA(0.0/3)"
2023-02-22,1080.76,19.06,1122.11,0.26,0.26,0.00,0.00,"Return(0.3/4), Volume(0.0/3), SMA(0.0/3)"
2023-02-23,1088.15,19.24,1120.33,0.47,0.47,0.00,0.00,"Return(0.5/4), Volume(0.0/3), SMA(0.0/3)"
2023-02-26,1080.92,19.36,1118.53,0.53,0.53,0.00,0.00,"Return(0.5/4), Volume(0.0/3), SMA(0.0/3)"
2023-02-27,1060.24,19.36,1116.00,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-02-28,1069.98,18.91,1113.47,1.93,0.00,1.93,0.00,"Return(0.0/4), Volume(1.9/3), SMA(0.0/3)"
2023-03-01,1061.83,18.76,1111.11,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-03-02,1088.93,19.76,1109.35,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-03-05,1099.56,19.13,1108.50,0.28,0.00,0.28,0.00,"Return(0.0/4), Volume(0.3/3), SMA(0.0/3)"
2023-03-07,1103.51,18.15,1107.52,0.05,0.05,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-03-08,1076.99,18.92,1105.83,0.50,0.00,0.50,0.00,"Return(0.0/4), Volume(0.5/3), SMA(0.0/3)"
2023-03-09,1060.30,19.15,1103.80,0.57,0.00,0.57,0.00,"Return(0.0/4), Volume(0.6/3), SMA(0.0/3)"
2023-03-12,1042.87,20.11,1101.44,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-03-13,1038.96,20.16,1098.96,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-03-14,1021.21,20.54,1095.87,0.55,0.00,0.55,0.00,"Return(0.0/4), Volume(0.6/3), SMA(0.0/3)"
2023-03-15,1016.12,21.14,1092.85,1.81,0.00,1.81,0.00,"Return(0.0/4), Volume(1.8/3), SMA(0.0/3)"
2023-03-16,1014.84,21.49,1090.15,0.94,0.00,0.94,0.00,"Return(0.0/4), Volume(0.9/3), SMA(0.0/3)"
2023-03-19,1004.86,21.66,1087.29,3.00,0.00,3.00,0.00,"Return(0.0/4), Volume(3.0/3), SMA(0.0/3)"
2023-03-20,1036.11,22.26,1084.85,0.97,0.00,0.97,0.00,"Return(0.0/4), Volume(1.0/3), SMA(0.0/3)"
2023-03-21,1039.26,22.22,1081.93,1.36,0.00,1.36,0.00,"Return(0.0/4), Volume(1.4/3), SMA(0.0/3)"
2023-03-22,1026.11,22.34,1079.10,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-03-23,1005.80,21.84,1076.15,0.31,0.00,0.31,0.00,"Return(0.0/4), Volume(0.3/3), SMA(0.0/3)"
2023-03-26,1021.43,22.31,1074.01,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-03-27,1026.20,21.84,1072.01,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-03-28,1020.13,21.01,1070.09,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-03-30,1064.12,23.12,1068.74,2.66,1.68,0.98,0.00,"Return(1.7/4), Volume(1.0/3), SMA(0.0/3)"
2023-04-02,1064.30,21.98,1067.44,4.85,1.90,2.96,0.00,"Return(1.9/4), Volume(3.0/3), SMA(0.0/3)"
2023-04-04,1061.74,22.09,1066.10,1.85,1.85,0.00,0.00,"Return(1.8/4), Volume(0.0/3), SMA(0.0/3)"
2023-04-05,1068.86,20.95,1065.18,5.99,2.55,0.44,3.00,"Return(2.5/4), Volume(0.4/3), SMA(3.0/3)"
2023-04-09,1061.29,20.20,1064.22,1.87,0.97,0.90,0.00,"Return(1.0/4), Volume(0.9/3), SMA(0.0/3)"
2023-04-10,1066.54,19.47,1063.49,4.05,1.05,0.00,3.00,"Return(1.0/4), Volume(0.0/3), SMA(3.0/3)"
2023-04-11,1071.24,19.30,1063.16,4.76,1.76,0.00,3.00,"Return(1.8/4), Volume(0.0/3), SMA(3.0/3)"
2023-04-12,1075.28,17.70,1063.33,6.75,2.76,0.98,3.00,"Return(2.8/4), Volume(1.0/3), SMA(3.0/3)"
2023-04-16,1080.73,19.47,1063.40,5.32,2.32,0.00,3.00,"Return(2.3/4), Volume(0.0/3), SMA(3.0/3)"
2023-04-17,1068.36,20.04,1063.27,5.43,1.64,0.79,3.00,"Return(1.6/4), Volume(0.8/3), SMA(3.0/3)"
2023-04-18,1073.68,19.18,1063.38,5.10,2.10,0.00,3.00,"Return(2.1/4), Volume(0.0/3), SMA(3.0/3)"
2023-04-19,1070.96,18.30,1063.56,3.26,0.26,0.00,3.00,"Return(0.3/4), Volume(0.0/3), SMA(3.0/3)"
2023-04-20,1072.31,18.47,1063.74,3.30,0.30,0.00,3.00,"Return(0.3/4), Volume(0.0/3), SMA(3.0/3)"
2023-04-23,1076.42,18.34,1064.17,3.55,0.55,0.00,3.00,"Return(0.6/4), Volume(0.0/3), SMA(3.0/3)"
2023-04-24,1084.66,15.77,1064.81,3.59,0.59,0.00,3.00,"Return(0.6/4), Volume(0.0/3), SMA(3.0/3)"
2023-04-25,1078.29,15.71,1064.90,3.64,0.64,0.00,3.00,"Return(0.6/4), Volume(0.0/3), SMA(3.0/3)"
2023-04-26,1085.12,15.14,1065.09,3.70,0.70,0.00,3.00,"Return(0.7/4), Volume(0.0/3), SMA(3.0/3)"
2023-04-27,1104.95,15.50,1065.86,4.26,1.26,0.00,3.00,"Return(1.3/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-01,1114.33,15.38,1066.93,5.00,1.45,0.55,3.00,"Return(1.5/4), Volume(0.6/3), SMA(3.0/3)"
2023-05-02,1104.77,15.87,1067.31,3.89,0.89,0.00,3.00,"Return(0.9/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-03,1117.50,15.89,1067.46,4.84,1.84,0.00,3.00,"Return(1.8/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-04,1114.65,15.94,1067.57,4.53,1.53,0.00,3.00,"Return(1.5/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-07,1128.41,14.83,1067.86,5.15,2.15,0.00,3.00,"Return(2.1/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-08,1131.91,13.93,1068.45,5.22,2.22,0.00,3.00,"Return(2.2/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-09,1139.69,13.76,1069.02,5.35,2.35,0.00,3.00,"Return(2.4/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-10,1132.25,13.95,1069.95,4.76,1.76,0.00,3.00,"Return(1.8/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-11,1134.10,14.16,1071.02,5.07,2.07,0.00,3.00,"Return(2.1/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-14,1136.33,14.11,1071.98,4.89,1.89,0.00,3.00,"Return(1.9/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-15,1120.15,14.74,1072.76,3.55,0.55,0.00,3.00,"Return(0.6/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-16,1113.53,14.87,1073.83,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-17,1111.14,15.13,1074.65,3.23,0.23,0.00,3.00,"Return(0.2/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-18,1114.74,14.49,1075.71,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-21,1120.70,14.76,1076.35,3.22,0.22,0.00,3.00,"Return(0.2/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-22,1120.49,14.26,1076.77,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-23,1113.97,14.00,1076.97,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-24,1113.83,14.25,1077.71,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-25,1144.21,15.14,1079.39,3.72,0.42,0.29,3.00,"Return(0.4/4), Volume(0.3/3), SMA(3.0/3)"
2023-05-28,1150.65,15.14,1081.54,4.20,0.58,0.62,3.00,"Return(0.6/4), Volume(0.6/3), SMA(3.0/3)"
2023-05-29,1150.35,15.24,1083.77,3.49,0.49,0.00,3.00,"Return(0.5/4), Volume(0.0/3), SMA(3.0/3)"
2023-05-30,1127.50,16.08,1085.90,3.55,0.26,0.29,3.00,"Return(0.3/4), Volume(0.3/3), SMA(3.0/3)"
2023-05-31,1124.47,15.95,1088.07,6.39,0.39,3.00,3.00,"Return(0.4/4), Volume(3.0/3), SMA(3.0/3)"
2023-06-01,1120.79,15.97,1090.18,4.58,0.35,1.23,3.00,"Return(0.3/4), Volume(1.2/3), SMA(3.0/3)"
2023-06-04,1130.86,15.29,1092.70,5.11,0.58,1.53,3.00,"Return(0.6/4), Volume(1.5/3), SMA(3.0/3)"
2023-06-05,1131.81,14.95,1094.62,3.52,0.40,0.13,3.00,"Return(0.4/4), Volume(0.1/3), SMA(3.0/3)"
2023-06-06,1140.40,14.87,1096.64,3.71,0.71,0.00,3.00,"Return(0.7/4), Volume(0.0/3), SMA(3.0/3)"
2023-06-07,1141.08,14.83,1098.94,4.02,0.97,0.04,3.00,"Return(1.0/4), Volume(0.0/3), SMA(3.0/3)"
2023-06-08,1133.00,14.73,1101.48,4.25,0.69,0.56,3.00,"Return(0.7/4), Volume(0.6/3), SMA(3.0/3)"
2023-06-11,1134.01,14.98,1103.74,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2023-06-12,1150.76,15.26,1106.23,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2023-06-13,1164.91,15.43,1109.12,4.17,0.51,0.67,3.00,"Return(0.5/4), Volume(0.7/3), SMA(3.0/3)"
2023-06-14,1165.23,14.06,1111.14,5.67,1.34,1.33,3.00,"Return(1.3/4), Volume(1.3/3), SMA(3.0/3)"
2023-06-15,1176.57,14.27,1113.39,5.71,1.85,0.85,3.00,"Return(1.9/4), Volume(0.9/3), SMA(3.0/3)"
2023-06-18,1164.89,14.85,1115.45,7.57,1.57,3.00,3.00,"Return(1.6/4), Volume(3.0/3), SMA(3.0/3)"
2023-06-19,1167.31,13.88,1117.42,4.29,1.29,0.00,3.00,"Return(1.3/4), Volume(0.0/3), SMA(3.0/3)"
2023-06-20,1170.59,13.71,1119.61,4.37,1.37,0.00,3.00,"Return(1.4/4), Volume(0.0/3), SMA(3.0/3)"
2023-06-21,1157.45,14.02,1121.43,3.60,0.60,0.00,3.00,"Return(0.6/4), Volume(0.0/3), SMA(3.0/3)"
2023-06-22,1147.97,13.85,1122.96,3.24,0.24,0.00,3.00,"Return(0.2/4), Volume(0.0/3), SMA(3.0/3)"
2023-06-25,1139.21,13.89,1124.24,3.22,0.22,0.00,3.00,"Return(0.2/4), Volume(0.0/3), SMA(3.0/3)"
2023-06-26,1139.62,13.74,1125.42,4.42,0.20,1.22,3.00,"Return(0.2/4), Volume(1.2/3), SMA(3.0/3)"
2023-06-27,1154.71,14.25,1127.14,3.38,0.14,0.24,3.00,"Return(0.1/4), Volume(0.2/3), SMA(3.0/3)"
2023-06-29,1164.18,14.14,1128.95,3.62,0.00,0.62,3.00,"Return(0.0/4), Volume(0.6/3), SMA(3.0/3)"
2023-07-02,1194.06,15.69,1131.42,4.39,0.99,0.40,3.00,"Return(1.0/4), Volume(0.4/3), SMA(3.0/3)"
2023-07-03,1181.76,16.09,1133.61,3.76,0.18,0.59,3.00,"Return(0.2/4), Volume(0.6/3), SMA(3.0/3)"
2023-07-04,1179.82,15.93,1135.67,3.51,0.51,0.00,3.00,"Return(0.5/4), Volume(0.0/3), SMA(3.0/3)"
2023-07-05,1204.58,17.28,1138.07,4.28,1.28,0.00,3.00,"Return(1.3/4), Volume(0.0/3), SMA(3.0/3)"
2023-07-06,1202.23,17.51,1140.55,6.66,1.08,2.58,3.00,"Return(1.1/4), Volume(2.6/3), SMA(3.0/3)"
2023-07-09,1248.54,20.16,1143.82,7.05,3.15,0.90,3.00,"Return(3.1/4), Volume(0.9/3), SMA(3.0/3)"
2023-07-10,1262.08,20.35,1146.96,9.98,3.98,3.00,3.00,"Return(4.0/4), Volume(3.0/3), SMA(3.0/3)"
2023-07-11,1263.47,20.95,1149.94,9.62,4.00,2.62,3.00,"Return(4.0/4), Volume(2.6/3), SMA(3.0/3)"
2023-07-12,1252.17,21.62,1152.89,9.05,3.95,2.10,3.00,"Return(4.0/4), Volume(2.1/3), SMA(3.0/3)"
2023-07-13,1251.12,22.02,1155.56,7.27,3.34,0.93,3.00,"Return(3.3/4), Volume(0.9/3), SMA(3.0/3)"
2023-07-16,1276.68,23.99,1158.81,7.88,3.87,1.02,3.00,"Return(3.9/4), Volume(1.0/3), SMA(3.0/3)"
2023-07-17,1287.53,24.69,1161.99,9.01,3.13,2.87,3.00,"Return(3.1/4), Volume(2.9/3), SMA(3.0/3)"
2023-07-18,1297.29,25.27,1165.30,9.91,3.91,3.00,3.00,"Return(3.9/4), Volume(3.0/3), SMA(3.0/3)"
2023-07-19,1295.72,26.18,1168.42,9.93,3.93,3.00,3.00,"Return(3.9/4), Volume(3.0/3), SMA(3.0/3)"
2023-07-20,1255.61,27.24,1170.88,7.69,1.69,3.00,3.00,"Return(1.7/4), Volume(3.0/3), SMA(3.0/3)"
2023-07-23,1230.22,28.01,1172.81,6.93,0.93,3.00,3.00,"Return(0.9/4), Volume(3.0/3), SMA(3.0/3)"
2023-07-24,1229.43,27.82,1174.67,5.88,0.00,2.88,3.00,"Return(0.0/4), Volume(2.9/3), SMA(3.0/3)"
2023-07-25,1249.41,27.78,1177.25,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2023-07-26,1237.78,28.24,1179.74,3.12,0.00,0.12,3.00,"Return(0.0/4), Volume(0.1/3), SMA(3.0/3)"
2023-07-27,1250.22,25.75,1182.52,4.17,0.00,1.17,3.00,"Return(0.0/4), Volume(1.2/3), SMA(3.0/3)"
2023-07-30,1260.81,25.88,1185.44,5.35,0.31,2.04,3.00,"Return(0.3/4), Volume(2.0/3), SMA(3.0/3)"
2023-07-31,1242.98,26.46,1187.89,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2023-08-01,1229.70,26.20,1190.07,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2023-08-02,1224.53,26.54,1192.28,3.08,0.00,0.08,3.00,"Return(0.0/4), Volume(0.1/3), SMA(3.0/3)"
2023-08-03,1241.17,25.27,1194.83,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2023-08-06,1248.24,24.65,1196.91,5.41,0.00,2.41,3.00,"Return(0.0/4), Volume(2.4/3), SMA(3.0/3)"
2023-08-07,1240.73,23.96,1198.71,3.34,0.34,0.00,3.00,"Return(0.3/4), Volume(0.0/3), SMA(3.0/3)"
2023-08-08,1248.91,23.85,1200.68,3.63,0.63,0.00,3.00,"Return(0.6/4), Volume(0.0/3), SMA(3.0/3)"
2023-08-09,1254.48,21.92,1203.22,3.16,0.16,0.00,3.00,"Return(0.2/4), Volume(0.0/3), SMA(3.0/3)"
2023-08-10,1259.77,21.11,1205.93,4.37,0.71,0.66,3.00,"Return(0.7/4), Volume(0.7/3), SMA(3.0/3)"
2023-08-13,1274.65,22.24,1209.00,5.97,0.78,2.19,3.00,"Return(0.8/4), Volume(2.2/3), SMA(3.0/3)"
2023-08-15,1273.62,21.18,1211.86,3.41,0.41,0.00,3.00,"Return(0.4/4), Volume(0.0/3), SMA(3.0/3)"
2023-08-16,1255.24,21.10,1214.33,3.39,0.39,0.00,3.00,"Return(0.4/4), Volume(0.0/3), SMA(3.0/3)"
2023-08-17,1264.54,22.05,1216.81,4.33,1.13,0.20,3.00,"Return(1.1/4), Volume(0.2/3), SMA(3.0/3)"
2023-08-20,1250.74,22.19,1219.00,5.11,0.86,1.25,3.00,"Return(0.9/4), Volume(1.3/3), SMA(3.0/3)"
2023-08-21,1250.44,21.67,1221.35,3.30,0.30,0.00,3.00,"Return(0.3/4), Volume(0.0/3), SMA(3.0/3)"
2023-08-22,1251.83,20.84,1223.71,3.12,0.12,0.00,3.00,"Return(0.1/4), Volume(0.0/3), SMA(3.0/3)"
2023-08-23,1230.79,21.77,1225.31,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2023-08-24,1225.11,22.41,1226.51,0.14,0.00,0.14,0.00,"Return(0.0/4), Volume(0.1/3), SMA(0.0/3)"
2023-08-27,1212.90,23.46,1227.47,1.79,0.00,1.79,0.00,"Return(0.0/4), Volume(1.8/3), SMA(0.0/3)"
2023-08-28,1201.28,23.83,1227.96,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-08-29,1200.14,23.13,1228.67,0.51,0.00,0.51,0.00,"Return(0.0/4), Volume(0.5/3), SMA(0.0/3)"
2023-08-30,1194.66,22.56,1229.21,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-08-31,1197.46,21.77,1229.75,1.36,0.00,1.36,0.00,"Return(0.0/4), Volume(1.4/3), SMA(0.0/3)"
2023-09-03,1196.49,20.39,1230.53,0.65,0.00,0.65,0.00,"Return(0.0/4), Volume(0.6/3), SMA(0.0/3)"
2023-09-04,1202.90,20.09,1231.63,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-09-05,1205.43,19.16,1232.96,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-09-06,1207.07,17.69,1234.30,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-09-07,1215.11,17.45,1235.51,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-09-10,1228.21,17.09,1236.79,2.18,0.10,2.07,0.00,"Return(0.1/4), Volume(2.1/3), SMA(0.0/3)"
2023-09-11,1210.47,17.84,1237.12,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-09-12,1216.52,16.68,1237.82,1.13,0.51,0.62,0.00,"Return(0.5/4), Volume(0.6/3), SMA(0.0/3)"
2023-09-13,1217.64,15.21,1238.57,0.58,0.58,0.00,0.00,"Return(0.6/4), Volume(0.0/3), SMA(0.0/3)"
2023-09-14,1219.90,13.99,1238.88,0.85,0.85,0.00,0.00,"Return(0.8/4), Volume(0.0/3), SMA(0.0/3)"
2023-09-17,1209.27,13.30,1239.02,3.34,0.39,2.94,0.00,"Return(0.4/4), Volume(2.9/3), SMA(0.0/3)"
2023-09-19,1182.32,15.19,1237.70,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-09-20,1173.71,15.37,1235.93,3.00,0.00,3.00,0.00,"Return(0.0/4), Volume(3.0/3), SMA(0.0/3)"
2023-09-21,1168.82,15.67,1234.04,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-09-24,1161.63,15.93,1232.22,1.50,0.00,1.50,0.00,"Return(0.0/4), Volume(1.5/3), SMA(0.0/3)"
2023-09-25,1162.64,15.62,1230.46,0.35,0.00,0.35,0.00,"Return(0.0/4), Volume(0.3/3), SMA(0.0/3)"
2023-09-26,1175.75,16.13,1228.44,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-09-27,1158.48,17.22,1225.86,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-09-28,1163.89,17.29,1223.19,0.41,0.00,0.41,0.00,"Return(0.0/4), Volume(0.4/3), SMA(0.0/3)"
2023-10-02,1150.56,17.30,1220.28,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-03,1148.57,16.48,1218.14,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-04,1148.55,15.91,1216.51,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-05,1150.48,15.63,1214.93,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-08,1140.68,15.79,1212.76,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-09,1145.72,15.57,1210.92,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-10,1163.91,14.15,1209.19,0.08,0.08,0.00,0.00,"Return(0.1/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-11,1166.07,13.83,1207.29,0.12,0.12,0.00,0.00,"Return(0.1/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-12,1166.02,13.69,1205.75,0.07,0.00,0.07,0.00,"Return(0.0/4), Volume(0.1/3), SMA(0.0/3)"
2023-10-15,1163.41,13.44,1204.43,0.17,0.17,0.00,0.00,"Return(0.2/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-16,1168.97,13.57,1203.32,0.17,0.17,0.00,0.00,"Return(0.2/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-17,1153.46,14.02,1201.56,0.10,0.10,0.00,0.00,"Return(0.1/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-18,1144.60,12.78,1199.49,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-19,1141.10,12.19,1197.50,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-22,1123.29,12.97,1194.99,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-24,1120.68,13.48,1192.31,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-25,1105.07,14.09,1189.22,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-26,1124.58,15.31,1186.21,0.91,0.00,0.91,0.00,"Return(0.0/4), Volume(0.9/3), SMA(0.0/3)"
2023-10-29,1147.75,16.59,1183.70,0.03,0.00,0.03,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-10-30,1135.55,17.49,1181.30,1.32,0.00,1.32,0.00,"Return(0.0/4), Volume(1.3/3), SMA(0.0/3)"
2023-10-31,1140.26,17.53,1178.82,0.29,0.00,0.29,0.00,"Return(0.0/4), Volume(0.3/3), SMA(0.0/3)"
2023-11-01,1151.58,17.73,1176.83,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-11-02,1151.33,17.41,1174.85,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-11-05,1160.91,17.47,1173.03,0.57,0.57,0.00,0.00,"Return(0.6/4), Volume(0.0/3), SMA(0.0/3)"
2023-11-06,1153.36,17.51,1171.49,0.43,0.43,0.00,0.00,"Return(0.4/4), Volume(0.0/3), SMA(0.0/3)"
2023-11-07,1159.37,16.56,1170.17,1.28,1.28,0.00,0.00,"Return(1.3/4), Volume(0.0/3), SMA(0.0/3)"
2023-11-08,1146.79,16.87,1168.85,0.93,0.93,0.00,0.00,"Return(0.9/4), Volume(0.0/3), SMA(0.0/3)"
2023-11-09,1148.95,16.86,1167.80,2.69,1.59,1.11,0.00,"Return(1.6/4), Volume(1.1/3), SMA(0.0/3)"
2023-11-12,1148.80,15.51,1166.77,0.86,0.86,0.00,0.00,"Return(0.9/4), Volume(0.0/3), SMA(0.0/3)"
2023-11-14,1169.57,15.84,1166.27,3.76,0.76,0.00,3.00,"Return(0.8/4), Volume(0.0/3), SMA(3.0/3)"
2023-11-15,1171.68,15.47,1165.76,4.79,1.27,0.51,3.00,"Return(1.3/4), Volume(0.5/3), SMA(3.0/3)"
2023-11-16,1169.12,14.55,1165.21,4.79,1.01,0.78,3.00,"Return(1.0/4), Volume(0.8/3), SMA(3.0/3)"
2023-11-19,1166.04,13.23,1164.47,3.50,0.50,0.00,3.00,"Return(0.5/4), Volume(0.0/3), SMA(3.0/3)"
2023-11-20,1180.71,13.00,1163.98,4.02,1.02,0.00,3.00,"Return(1.0/4), Volume(0.0/3), SMA(3.0/3)"
2023-11-21,1185.33,12.29,1163.54,3.84,0.84,0.00,3.00,"Return(0.8/4), Volume(0.0/3), SMA(3.0/3)"
2023-11-22,1188.95,11.76,1163.02,4.23,1.23,0.00,3.00,"Return(1.2/4), Volume(0.0/3), SMA(3.0/3)"
