date,price,atr14,sma50,final_score,return_score,volume_score,sma_score,description
2022-04-06,1170.68,22.61,1106.46,3.53,0.53,0.00,3.00,"Return(0.5/4), Volume(0.0/3), SMA(3.0/3)"
2022-04-07,1190.15,23.26,1108.67,4.15,0.57,0.58,3.00,"Return(0.6/4), Volume(0.6/3), SMA(3.0/3)"
2022-04-10,1187.67,22.42,1111.14,3.68,0.22,0.45,3.00,"Return(0.2/4), Volume(0.5/3), SMA(3.0/3)"
2022-04-11,1165.31,22.84,1113.19,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-04-12,1161.03,21.96,1114.70,3.01,0.00,0.01,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-04-17,1157.48,21.93,1116.20,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-04-18,1201.60,24.56,1118.54,3.09,0.09,0.00,3.00,"Return(0.1/4), Volume(0.0/3), SMA(3.0/3)"
2022-04-19,1236.93,26.59,1121.87,6.89,0.94,2.94,3.00,"Return(0.9/4), Volume(2.9/3), SMA(3.0/3)"
2022-04-20,1265.89,26.58,1125.97,7.47,1.78,2.69,3.00,"Return(1.8/4), Volume(2.7/3), SMA(3.0/3)"
2022-04-21,1255.29,27.02,1129.99,6.90,2.02,1.87,3.00,"Return(2.0/4), Volume(1.9/3), SMA(3.0/3)"
2022-04-24,1226.26,28.71,1133.07,4.42,1.16,0.26,3.00,"Return(1.2/4), Volume(0.3/3), SMA(3.0/3)"
2022-04-25,1262.95,30.87,1136.64,6.71,3.15,0.56,3.00,"Return(3.2/4), Volume(0.6/3), SMA(3.0/3)"
2022-04-26,1264.18,31.65,1140.26,5.49,2.49,0.00,3.00,"Return(2.5/4), Volume(0.0/3), SMA(3.0/3)"
2022-04-27,1283.07,32.47,1144.29,7.24,3.21,1.03,3.00,"Return(3.2/4), Volume(1.0/3), SMA(3.0/3)"
2022-04-28,1269.60,33.34,1148.40,8.83,3.58,2.25,3.00,"Return(3.6/4), Volume(2.2/3), SMA(3.0/3)"
2022-05-01,1265.14,32.77,1151.70,7.32,3.59,0.73,3.00,"Return(3.6/4), Volume(0.7/3), SMA(3.0/3)"
2022-05-03,1225.64,34.66,1154.26,5.36,2.36,0.00,3.00,"Return(2.4/4), Volume(0.0/3), SMA(3.0/3)"
2022-05-04,1201.64,36.06,1156.05,3.95,0.00,0.94,3.00,"Return(0.0/4), Volume(0.9/3), SMA(3.0/3)"
2022-05-05,1192.43,36.66,1157.84,3.42,0.00,0.42,3.00,"Return(0.0/4), Volume(0.4/3), SMA(3.0/3)"
2022-05-08,1145.86,39.12,1158.92,0.90,0.00,0.90,0.00,"Return(0.0/4), Volume(0.9/3), SMA(0.0/3)"
2022-05-09,1126.00,37.31,1159.70,0.59,0.00,0.59,0.00,"Return(0.0/4), Volume(0.6/3), SMA(0.0/3)"
2022-05-10,1114.46,36.33,1160.38,0.88,0.00,0.88,0.00,"Return(0.0/4), Volume(0.9/3), SMA(0.0/3)"
2022-05-11,1091.76,36.61,1161.69,0.31,0.00,0.31,0.00,"Return(0.0/4), Volume(0.3/3), SMA(0.0/3)"
2022-05-12,1104.13,37.29,1162.99,1.02,0.00,1.02,0.00,"Return(0.0/4), Volume(1.0/3), SMA(0.0/3)"
2022-05-15,1104.41,36.29,1163.60,0.74,0.00,0.74,0.00,"Return(0.0/4), Volume(0.7/3), SMA(0.0/3)"
2022-05-16,1150.79,36.70,1164.79,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-05-17,1154.98,36.34,1166.25,0.21,0.00,0.21,0.00,"Return(0.0/4), Volume(0.2/3), SMA(0.0/3)"
2022-05-18,1128.36,36.33,1167.65,0.35,0.00,0.35,0.00,"Return(0.0/4), Volume(0.3/3), SMA(0.0/3)"
2022-05-19,1194.16,39.11,1171.15,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-05-22,1186.17,39.54,1174.53,4.22,0.00,1.22,3.00,"Return(0.0/4), Volume(1.2/3), SMA(3.0/3)"
2022-05-23,1190.24,37.15,1176.92,4.55,1.55,0.00,3.00,"Return(1.5/4), Volume(0.0/3), SMA(3.0/3)"
2022-05-24,1188.49,35.76,1178.92,5.22,2.22,0.00,3.00,"Return(2.2/4), Volume(0.0/3), SMA(3.0/3)"
2022-05-25,1177.16,36.46,1180.63,2.25,2.25,0.00,0.00,"Return(2.3/4), Volume(0.0/3), SMA(0.0/3)"
2022-05-26,1171.70,34.88,1182.05,3.36,2.93,0.43,0.00,"Return(2.9/4), Volume(0.4/3), SMA(0.0/3)"
2022-05-29,1212.52,35.86,1184.79,6.99,3.93,0.07,3.00,"Return(3.9/4), Volume(0.1/3), SMA(3.0/3)"
2022-05-30,1197.89,35.87,1186.88,6.39,3.39,0.00,3.00,"Return(3.4/4), Volume(0.0/3), SMA(3.0/3)"
2022-05-31,1198.27,34.56,1188.26,7.65,1.65,3.00,3.00,"Return(1.7/4), Volume(3.0/3), SMA(3.0/3)"
2022-06-01,1239.59,35.22,1190.60,5.93,2.93,0.00,3.00,"Return(2.9/4), Volume(0.0/3), SMA(3.0/3)"
2022-06-02,1264.71,36.15,1192.86,8.00,4.00,1.00,3.00,"Return(4.0/4), Volume(1.0/3), SMA(3.0/3)"
2022-06-05,1259.27,34.51,1194.93,6.44,2.18,1.26,3.00,"Return(2.2/4), Volume(1.3/3), SMA(3.0/3)"
2022-06-06,1261.63,33.77,1196.70,5.54,2.54,0.00,3.00,"Return(2.5/4), Volume(0.0/3), SMA(3.0/3)"
2022-06-07,1239.48,33.52,1197.87,4.65,1.65,0.00,3.00,"Return(1.7/4), Volume(0.0/3), SMA(3.0/3)"
2022-06-08,1273.46,31.20,1199.48,5.86,2.86,0.00,3.00,"Return(2.9/4), Volume(0.0/3), SMA(3.0/3)"
2022-06-09,1235.02,32.39,1200.31,4.99,1.97,0.02,3.00,"Return(2.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-06-12,1211.65,34.27,1200.22,4.51,1.36,0.15,3.00,"Return(1.4/4), Volume(0.1/3), SMA(3.0/3)"
2022-06-13,1195.82,34.37,1200.16,0.06,0.00,0.06,0.00,"Return(0.0/4), Volume(0.1/3), SMA(0.0/3)"
2022-06-14,1181.35,33.26,1199.62,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-06-15,1164.83,34.56,1198.67,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-06-16,1178.48,33.58,1198.35,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-06-19,1157.12,34.65,1197.65,1.28,0.00,1.28,0.00,"Return(0.0/4), Volume(1.3/3), SMA(0.0/3)"
2022-06-20,1175.80,35.50,1197.76,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-06-21,1140.08,34.99,1196.75,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-06-22,1121.58,34.56,1195.43,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-06-23,1137.55,34.04,1194.88,0.40,0.00,0.40,0.00,"Return(0.0/4), Volume(0.4/3), SMA(0.0/3)"
2022-06-26,1134.19,34.83,1194.34,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-06-27,1150.13,34.41,1194.19,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-06-28,1174.00,34.51,1193.64,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-06-29,1181.05,32.97,1192.52,0.47,0.00,0.47,0.00,"Return(0.0/4), Volume(0.5/3), SMA(0.0/3)"
2022-06-30,1095.99,37.28,1189.13,1.18,0.00,1.18,0.00,"Return(0.0/4), Volume(1.2/3), SMA(0.0/3)"
2022-07-03,1098.26,37.85,1185.99,3.00,0.00,3.00,0.00,"Return(0.0/4), Volume(3.0/3), SMA(0.0/3)"
2022-07-04,1107.16,37.80,1183.60,3.00,0.00,3.00,0.00,"Return(0.0/4), Volume(3.0/3), SMA(0.0/3)"
2022-07-05,1097.42,36.14,1180.29,0.19,0.00,0.19,0.00,"Return(0.0/4), Volume(0.2/3), SMA(0.0/3)"
2022-07-06,1086.61,35.79,1176.74,1.27,0.00,1.27,0.00,"Return(0.0/4), Volume(1.3/3), SMA(0.0/3)"
2022-07-07,1088.12,33.83,1172.84,1.15,0.00,1.15,0.00,"Return(0.0/4), Volume(1.2/3), SMA(0.0/3)"
2022-07-10,1102.90,33.62,1169.51,0.39,0.00,0.39,0.00,"Return(0.0/4), Volume(0.4/3), SMA(0.0/3)"
2022-07-11,1101.33,32.08,1166.23,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-07-12,1081.81,31.46,1163.36,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-07-13,1090.73,31.82,1161.14,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-07-14,1092.85,30.80,1159.15,0.04,0.00,0.04,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-07-17,1102.15,30.17,1158.27,0.23,0.23,0.00,0.00,"Return(0.2/4), Volume(0.0/3), SMA(0.0/3)"
2022-07-18,1108.91,28.57,1157.93,0.39,0.39,0.00,0.00,"Return(0.4/4), Volume(0.0/3), SMA(0.0/3)"
2022-07-19,1138.90,30.38,1158.42,1.15,1.15,0.00,0.00,"Return(1.1/4), Volume(0.0/3), SMA(0.0/3)"
2022-07-20,1131.30,24.04,1159.21,2.52,1.23,1.29,0.00,"Return(1.2/4), Volume(1.3/3), SMA(0.0/3)"
2022-07-21,1138.94,22.55,1159.91,1.93,1.93,0.00,0.00,"Return(1.9/4), Volume(0.0/3), SMA(0.0/3)"
2022-07-24,1101.31,24.14,1159.84,0.49,0.49,0.00,0.00,"Return(0.5/4), Volume(0.0/3), SMA(0.0/3)"
2022-07-25,1101.81,23.44,1158.86,1.14,0.00,1.14,0.00,"Return(0.0/4), Volume(1.1/3), SMA(0.0/3)"
2022-07-26,1100.77,22.36,1157.78,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-07-27,1118.01,22.79,1157.57,1.34,1.34,0.00,0.00,"Return(1.3/4), Volume(0.0/3), SMA(0.0/3)"
2022-07-28,1141.83,22.83,1156.53,1.87,1.87,0.00,0.00,"Return(1.9/4), Volume(0.0/3), SMA(0.0/3)"
2022-07-31,1171.59,24.28,1156.24,5.88,2.88,0.00,3.00,"Return(2.9/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-01,1176.05,23.80,1155.95,5.70,2.68,0.02,3.00,"Return(2.7/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-02,1185.92,23.33,1155.90,5.78,2.78,0.00,3.00,"Return(2.8/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-03,1170.25,24.98,1155.76,4.10,1.10,0.00,3.00,"Return(1.1/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-04,1153.00,25.60,1155.39,0.77,0.77,0.00,0.00,"Return(0.8/4), Volume(0.0/3), SMA(0.0/3)"
2022-08-07,1168.08,25.79,1154.50,4.02,1.02,0.00,3.00,"Return(1.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-09,1175.07,23.43,1154.04,5.68,2.68,0.00,3.00,"Return(2.7/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-10,1178.98,23.24,1153.66,5.80,2.80,0.00,3.00,"Return(2.8/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-11,1198.05,24.19,1152.83,6.54,3.54,0.00,3.00,"Return(3.5/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-15,1206.37,21.91,1151.66,6.16,3.16,0.00,3.00,"Return(3.2/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-16,1212.68,21.68,1150.73,5.48,2.48,0.00,3.00,"Return(2.5/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-17,1214.87,21.81,1149.79,4.48,1.48,0.00,3.00,"Return(1.5/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-18,1193.21,22.08,1148.87,3.58,0.58,0.00,3.00,"Return(0.6/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-21,1189.90,21.60,1147.20,3.13,0.13,0.00,3.00,"Return(0.1/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-22,1208.26,21.01,1146.66,4.30,1.30,0.00,3.00,"Return(1.3/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-23,1205.04,20.64,1146.53,4.81,1.81,0.00,3.00,"Return(1.8/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-24,1201.52,20.57,1146.64,4.15,1.15,0.00,3.00,"Return(1.1/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-25,1195.11,19.28,1146.92,3.68,0.68,0.00,3.00,"Return(0.7/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-28,1185.82,20.11,1147.34,3.23,0.23,0.00,3.00,"Return(0.2/4), Volume(0.0/3), SMA(3.0/3)"
2022-08-29,1204.22,20.64,1147.85,4.49,0.21,1.29,3.00,"Return(0.2/4), Volume(1.3/3), SMA(3.0/3)"
2022-08-31,1168.81,22.42,1148.09,5.00,0.00,2.00,3.00,"Return(0.0/4), Volume(2.0/3), SMA(3.0/3)"
2022-09-01,1155.16,23.07,1147.67,4.30,0.00,1.30,3.00,"Return(0.0/4), Volume(1.3/3), SMA(3.0/3)"
2022-09-04,1173.11,22.81,1148.33,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-09-05,1185.45,23.02,1149.61,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-09-06,1178.56,23.06,1150.43,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-09-07,1180.23,23.00,1151.35,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-09-08,1172.88,22.65,1151.81,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-09-11,1186.00,22.57,1152.05,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-09-12,1195.91,21.58,1152.34,3.03,0.03,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-09-13,1181.57,21.98,1154.06,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-09-14,1169.86,22.20,1155.49,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-09-15,1140.88,23.13,1156.16,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-09-18,1142.36,21.97,1157.06,2.61,0.00,2.61,0.00,"Return(0.0/4), Volume(2.6/3), SMA(0.0/3)"
2022-09-19,1142.54,21.13,1158.18,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-09-20,1145.69,19.53,1159.33,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-09-21,1134.90,19.14,1159.97,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-09-22,1113.62,19.43,1160.22,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-09-25,1085.25,20.34,1160.29,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-09-26,1093.88,21.62,1160.35,0.62,0.00,0.62,0.00,"Return(0.0/4), Volume(0.6/3), SMA(0.0/3)"
2022-09-27,1064.76,22.99,1159.79,1.69,0.00,1.69,0.00,"Return(0.0/4), Volume(1.7/3), SMA(0.0/3)"
2022-09-28,1061.49,23.27,1158.97,1.93,0.00,1.93,0.00,"Return(0.0/4), Volume(1.9/3), SMA(0.0/3)"
2022-09-29,1085.43,24.84,1158.50,1.26,0.00,1.26,0.00,"Return(0.0/4), Volume(1.3/3), SMA(0.0/3)"
2022-10-02,1081.67,25.57,1157.36,2.40,0.00,2.40,0.00,"Return(0.0/4), Volume(2.4/3), SMA(0.0/3)"
2022-10-03,1101.62,25.62,1156.77,0.44,0.00,0.44,0.00,"Return(0.0/4), Volume(0.4/3), SMA(0.0/3)"
2022-10-05,1105.68,25.29,1156.10,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-10-06,1110.36,23.91,1156.28,0.91,0.00,0.91,0.00,"Return(0.0/4), Volume(0.9/3), SMA(0.0/3)"
2022-10-09,1098.24,24.01,1156.21,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-10-10,1076.37,24.66,1155.72,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-10-11,1084.29,24.68,1155.05,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-10-12,1087.74,24.55,1153.97,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-10-13,1082.22,24.14,1152.18,0.66,0.66,0.00,0.00,"Return(0.7/4), Volume(0.0/3), SMA(0.0/3)"
2022-10-16,1099.59,24.34,1150.65,1.44,1.44,0.00,0.00,"Return(1.4/4), Volume(0.0/3), SMA(0.0/3)"
2022-10-17,1118.99,23.96,1149.31,3.46,1.24,2.23,0.00,"Return(1.2/4), Volume(2.2/3), SMA(0.0/3)"
2022-10-18,1138.46,24.51,1148.67,2.83,2.10,0.73,0.00,"Return(2.1/4), Volume(0.7/3), SMA(0.0/3)"
2022-10-19,1141.52,23.85,1148.45,4.03,1.45,2.59,0.00,"Return(1.4/4), Volume(2.6/3), SMA(0.0/3)"
2022-10-20,1128.28,22.50,1147.65,0.82,0.82,0.00,0.00,"Return(0.8/4), Volume(0.0/3), SMA(0.0/3)"
2022-10-23,1132.04,22.28,1146.79,0.78,0.78,0.00,0.00,"Return(0.8/4), Volume(0.0/3), SMA(0.0/3)"
2022-10-24,1114.56,22.69,1145.50,0.59,0.59,0.00,0.00,"Return(0.6/4), Volume(0.0/3), SMA(0.0/3)"
2022-10-26,1118.94,22.65,1143.92,2.28,1.58,0.70,0.00,"Return(1.6/4), Volume(0.7/3), SMA(0.0/3)"
2022-10-27,1153.18,24.43,1142.85,6.33,2.54,0.78,3.00,"Return(2.5/4), Volume(0.8/3), SMA(3.0/3)"
2022-10-30,1163.88,24.12,1141.88,8.13,2.80,2.33,3.00,"Return(2.8/4), Volume(2.3/3), SMA(3.0/3)"
2022-10-31,1154.87,25.07,1140.68,6.44,2.69,0.76,3.00,"Return(2.7/4), Volume(0.8/3), SMA(3.0/3)"
2022-11-01,1162.08,24.96,1140.06,6.50,2.27,1.22,3.00,"Return(2.3/4), Volume(1.2/3), SMA(3.0/3)"
2022-11-02,1166.42,24.98,1139.59,4.70,1.70,0.00,3.00,"Return(1.7/4), Volume(0.0/3), SMA(3.0/3)"
2022-11-03,1183.58,25.03,1139.09,4.59,1.59,0.00,3.00,"Return(1.6/4), Volume(0.0/3), SMA(3.0/3)"
2022-11-06,1189.90,23.92,1138.79,5.72,1.70,1.03,3.00,"Return(1.7/4), Volume(1.0/3), SMA(3.0/3)"
2022-11-08,1188.72,23.19,1138.53,5.71,2.14,0.57,3.00,"Return(2.1/4), Volume(0.6/3), SMA(3.0/3)"
2022-11-09,1174.34,21.72,1138.12,4.76,1.49,0.27,3.00,"Return(1.5/4), Volume(0.3/3), SMA(3.0/3)"
2022-11-10,1201.41,22.68,1138.43,6.12,3.12,0.00,3.00,"Return(3.1/4), Volume(0.0/3), SMA(3.0/3)"
2022-11-13,1195.59,22.26,1138.26,6.16,2.74,0.42,3.00,"Return(2.7/4), Volume(0.4/3), SMA(3.0/3)"
2022-11-14,1190.22,21.91,1138.69,4.28,1.28,0.00,3.00,"Return(1.3/4), Volume(0.0/3), SMA(3.0/3)"
2022-11-15,1183.40,21.05,1139.25,3.67,0.67,0.00,3.00,"Return(0.7/4), Volume(0.0/3), SMA(3.0/3)"
2022-11-16,1186.46,20.96,1139.52,4.09,1.09,0.00,3.00,"Return(1.1/4), Volume(0.0/3), SMA(3.0/3)"
2022-11-17,1185.82,19.46,1139.52,3.82,0.82,0.00,3.00,"Return(0.8/4), Volume(0.0/3), SMA(3.0/3)"
2022-11-20,1164.48,20.11,1139.24,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-11-21,1170.94,18.15,1139.06,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-11-22,1167.28,17.84,1138.95,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-11-23,1177.35,18.21,1138.77,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-11-24,1194.93,18.10,1138.75,3.73,0.70,0.03,3.00,"Return(0.7/4), Volume(0.0/3), SMA(3.0/3)"
2022-11-27,1235.99,24.06,1139.84,4.15,1.15,0.00,3.00,"Return(1.2/4), Volume(0.0/3), SMA(3.0/3)"
2022-11-28,1238.11,24.25,1141.21,7.42,1.42,3.00,3.00,"Return(1.4/4), Volume(3.0/3), SMA(3.0/3)"
2022-11-29,1246.85,24.46,1143.33,5.52,1.90,0.62,3.00,"Return(1.9/4), Volume(0.6/3), SMA(3.0/3)"
2022-11-30,1243.18,23.66,1145.34,8.02,2.02,3.00,3.00,"Return(2.0/4), Volume(3.0/3), SMA(3.0/3)"
2022-12-01,1242.65,24.00,1147.34,5.00,1.89,0.11,3.00,"Return(1.9/4), Volume(0.1/3), SMA(3.0/3)"
2022-12-04,1224.53,24.25,1148.92,5.04,1.31,0.74,3.00,"Return(1.3/4), Volume(0.7/3), SMA(3.0/3)"
2022-12-05,1228.07,24.30,1150.78,6.97,2.18,1.78,3.00,"Return(2.2/4), Volume(1.8/3), SMA(3.0/3)"
2022-12-06,1209.94,24.95,1152.71,4.33,1.33,0.00,3.00,"Return(1.3/4), Volume(0.0/3), SMA(3.0/3)"
2022-12-07,1209.37,24.52,1155.19,4.44,1.44,0.00,3.00,"Return(1.4/4), Volume(0.0/3), SMA(3.0/3)"
2022-12-08,1191.05,24.64,1157.14,3.47,0.47,0.00,3.00,"Return(0.5/4), Volume(0.0/3), SMA(3.0/3)"
2022-12-11,1192.87,24.84,1159.70,4.02,0.00,1.02,3.00,"Return(0.0/4), Volume(1.0/3), SMA(3.0/3)"
2022-12-12,1198.30,24.86,1162.43,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-12-13,1193.97,24.27,1164.61,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-12-14,1177.01,24.23,1166.51,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-12-15,1171.19,19.07,1167.90,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-12-18,1186.57,19.09,1169.52,5.16,0.00,2.16,3.00,"Return(0.0/4), Volume(2.2/3), SMA(3.0/3)"
2022-12-19,1196.84,19.51,1171.25,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-12-20,1179.82,20.09,1172.88,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-12-21,1176.76,19.78,1174.89,3.00,0.00,0.00,3.00,"Return(0.0/4), Volume(0.0/3), SMA(3.0/3)"
2022-12-22,1142.25,21.55,1176.05,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-12-25,1152.22,21.99,1177.34,0.41,0.00,0.41,0.00,"Return(0.0/4), Volume(0.4/3), SMA(0.0/3)"
2022-12-26,1161.65,21.36,1178.93,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-12-27,1161.53,21.47,1180.17,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-12-28,1161.01,20.34,1181.01,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2022-12-29,1162.79,20.27,1181.49,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-01-01,1175.89,20.45,1182.18,0.16,0.16,0.00,0.00,"Return(0.2/4), Volume(0.0/3), SMA(0.0/3)"
2023-01-02,1167.28,20.45,1182.96,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-01-03,1149.71,20.54,1183.31,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-01-04,1147.66,19.61,1183.98,0.45,0.00,0.45,0.00,"Return(0.0/4), Volume(0.5/3), SMA(0.0/3)"
2023-01-05,1158.09,19.47,1184.76,1.87,0.00,1.87,0.00,"Return(0.0/4), Volume(1.9/3), SMA(0.0/3)"
2023-01-08,1185.43,19.63,1185.40,4.51,1.51,0.00,3.00,"Return(1.5/4), Volume(0.0/3), SMA(3.0/3)"
2023-01-09,1167.90,19.74,1185.48,1.54,0.54,1.00,0.00,"Return(0.5/4), Volume(1.0/3), SMA(0.0/3)"
2023-01-10,1153.18,19.72,1185.45,0.00,0.00,0.00,0.00,"Return(0.0/4), Volume(0.0/3), SMA(0.0/3)"
2023-01-11,1128.28,18.71,1184.77,1.22,0.00,1.22,0.00,"Return(0.0/4), Volume(1.2/3), SMA(0.0/3)"
2023-01-12,1126.45,18.34,1183.98,3.00,0.00,3.00,0.00,"Return(0.0/4), Volume(3.0/3), SMA(0.0/3)"
2023-01-15,1115.72,18.97,1182.62,3.00,0.00,3.00,0.00,"Return(0.0/4), Volume(3.0/3), SMA(0.0/3)"
2023-01-16,1131.56,19.31,1181.45,1.77,0.00,1.77,0.00,"Return(0.0/4), Volume(1.8/3), SMA(0.0/3)"
2023-01-17,1129.69,19.55,1180.27,0.73,0.00,0.73,0.00,"Return(0.0/4), Volume(0.7/3), SMA(0.0/3)"
2023-01-18,1128.48,19.18,1179.35,1.49,0.00,1.49,0.00,"Return(0.0/4), Volume(1.5/3), SMA(0.0/3)"
2023-01-19,1115.06,19.38,1177.63,0.99,0.00,0.99,0.00,"Return(0.0/4), Volume(1.0/3), SMA(0.0/3)"
2023-01-22,1109.42,19.80,1175.90,1.78,0.00,1.78,0.00,"Return(0.0/4), Volume(1.8/3), SMA(0.0/3)"
2023-01-23,1102.87,20.10,1174.16,0.51,0.00,0.51,0.00,"Return(0.0/4), Volume(0.5/3), SMA(0.0/3)"
2023-01-24,1087.63,20.22,1172.24,2.28,0.00,2.28,0.00,"Return(0.0/4), Volume(2.3/3), SMA(0.0/3)"
2023-01-26,1066.99,21.58,1169.85,0.96,0.00,0.96,0.00,"Return(0.0/4), Volume(1.0/3), SMA(0.0/3)"
